AST_PER_GAME,BLK_PER_GAME,CONF_RANKS,CONTINENT,DRAFT_PICK,DRAFT_ROUND,DREB_PER_GAME,FG3A_PER_GAME,FG3M_PER_GAME,FGA_PER_GAME,FGM_PER_GAME,FROM_TANKING,FTA_PER_GAME,FTM_PER_GAME,GP,GS,HEIGHT,MIN,NEW_TEAM,OREB_PER_GAME,PF_PER_GAME,PLAYER,PLAYER_AGE,POSITION,PTS_PER_GAME,REB_PER_GAME,STL_PER_GAME,TEAM_ID,TOV_PER_GAME,TO_TANKING,WEIGHT,YEARS_IN_LEAGUE
1.662,1.235,4,1,22,1,6.544,0.147,0.015,9.206,5.926,0,3.25,2.382,68,29,205.7,2220,0,3.25,2.25,Jarrett Allen,24,5,14.25,9.794,0.794,1610612739,1.368,0,243,6
1.895,2.487,6,1,31,2,6.816,0.026,0.0,7.724,5.447,0,3.237,1.75,76,76,210.8,2271,0,2.421,2.789,Nic Claxton,24,5,12.645,9.237,0.855,1610612751,1.263,0,215,0
1.873,0.962,8,1,28,1,2.722,3.405,1.354,9.063,4.684,0,1.823,1.342,79,79,205.7,2417,0,1.165,3.443,Jaden McDaniels,22,3,12.063,3.886,0.937,1610612750,1.418,0,185,0
1.243,1.357,8,2,27,1,8.329,0.043,0.0,7.8,5.143,0,4.857,3.129,70,0,215.9,2148,1,3.3,3.0,Rudy Gobert,30,5,13.414,11.629,0.8,1610612750,1.743,0,258,10
1.197,1.028,7,1,19,1,5.423,3.38,0.986,9.958,5.056,0,2.507,2.014,71,24,205.7,2130,0,1.085,3.099,John Collins,25,4,13.113,6.507,0.592,1610612737,1.113,0,226,6
3.35,0.638,1,1,42,2,3.312,3.175,1.138,9.262,4.475,0,1.912,1.45,80,60,193.0,2279,1,0.788,2.375,Bruce Brown,26,2,11.538,4.1,1.088,1610612743,1.538,0,202,5
2.138,0.15,8,1,-1,-1,2.612,7.038,2.462,9.875,4.05,0,1.112,0.975,80,0,195.6,2272,0,0.612,2.075,Max Strus,26,2,11.538,3.225,0.525,1610612748,0.875,0,215,4
3.878,0.324,4,1,20,1,3.095,4.378,1.716,10.027,4.324,0,2.432,1.757,74,33,198.1,2237,0,0.716,2.297,Caris LeVert,28,1,12.122,3.811,0.973,1610612739,1.568,0,205,7
2.736,1.194,9,2,9,1,5.792,0.014,0.0,8.583,5.403,0,2.792,1.653,72,5,215.9,1906,1,3.278,2.708,Jakob Poeltl,27,5,12.458,9.069,0.917,1610612761,1.736,0,245,7
6.588,0.132,15,1,41,2,2.779,2.324,0.662,10.926,5.015,0,2.529,2.176,68,68,185.4,1984,0,0.824,1.441,Tre Jones,23,1,12.868,3.603,1.309,1610612759,1.618,0,185,0
2.316,0.579,13,1,7,1,6.614,3.947,1.404,10.754,5.649,0,3.421,2.526,57,57,208.3,1690,0,2.105,2.789,Wendell Carter Jr.,23,4,15.228,8.719,0.526,1610612753,1.86,0,270,5
3.101,0.595,5,1,22,1,5.962,0.0,0.0,6.127,4.165,0,3.962,2.519,79,24,213.4,2053,1,2.899,2.747,Mason Plumlee,32,4,10.848,8.861,0.582,1610612746,1.481,0,254,10
2.652,0.362,5,1,7,1,1.71,5.159,1.913,9.464,4.217,0,2.507,2.058,69,57,190.5,1966,1,0.232,1.13,Eric Gordon,33,1,12.406,1.942,0.623,1610612746,1.507,0,215,15
3.706,0.544,12,1,13,1,4.971,3.471,1.368,8.191,4.088,0,3.412,2.912,68,8,210.8,1942,1,1.206,3.412,Kelly Olynyk,31,4,12.456,6.176,0.882,1610612762,2.471,0,240,10
8.444,0.306,14,1,3,1,5.25,10.639,4.0,20.028,8.222,0,3.389,2.833,36,36,200.7,1268,0,1.167,3.278,LaMelo Ball,21,1,23.278,6.417,1.278,1610612766,3.583,0,180,0
5.683,0.433,13,1,1,1,2.75,1.45,0.45,11.317,5.817,0,2.383,1.867,60,0,193.0,1778,0,1.15,2.183,Markelle Fultz,24,1,13.95,3.9,1.45,1610612753,2.317,0,209,6
3.359,0.297,7,1,-1,-1,2.5,3.375,1.344,7.656,4.047,0,4.141,3.578,64,64,195.6,1843,0,0.516,1.688,Austin Reaves,25,1,13.016,3.016,0.516,1610612747,1.547,0,197,0
1.22,0.854,10,1,4,1,3.037,3.378,1.402,8.256,3.829,0,1.28,1.098,82,82,200.7,2323,0,0.951,1.793,Patrick Williams,21,3,10.159,3.988,0.878,1610612741,1.232,0,215,0
4.448,0.149,7,2,17,1,2.149,3.358,1.104,9.701,4.03,0,3.761,3.224,67,0,185.4,1986,1,0.313,2.164,Dennis Schroder,29,1,12.388,2.463,0.746,1610612747,1.672,0,172,10
5.212,0.075,2,1,24,1,2.15,4.075,1.512,8.875,3.888,0,1.25,1.0,80,0,188.0,1939,0,0.35,0.4,Tyus Jones,26,1,10.288,2.5,1.038,1610612763,0.925,1,196,8
2.408,0.461,1,1,8,1,2.276,4.197,1.776,8.316,3.842,0,1.645,1.355,76,38,195.6,2381,1,0.461,1.908,Kentavious Caldwell-Pope,29,1,10.816,2.737,1.474,1610612743,1.132,0,204,10
1.176,0.122,12,1,15,1,2.351,5.189,2.203,7.905,3.932,0,1.189,1.014,74,74,198.1,2093,0,0.446,1.311,Corey Kispert,24,3,11.081,2.797,0.432,1610612764,0.743,1,224,0
8.881,0.373,4,1,4,1,3.797,4.424,1.661,11.322,4.983,0,2.712,2.254,59,59,182.9,1889,0,0.458,2.136,Chris Paul,37,1,13.881,4.254,1.542,1610612756,1.932,0,175,18
1.013,1.289,5,2,32,2,6.842,0.026,0.0,6.763,4.289,0,3.132,2.184,76,22,213.4,2169,0,3.105,2.882,Ivica Zubac,25,5,10.763,9.947,0.382,1610612746,1.539,0,240,7
2.113,0.366,5,1,25,1,2.535,5.732,2.211,8.479,3.972,0,1.38,1.099,71,71,195.6,2121,0,0.69,2.493,Quentin Grimes,23,1,11.254,3.225,0.662,1610612752,0.972,0,210,0
6.716,0.209,8,1,4,1,2.224,5.239,2.015,9.104,3.896,0,2.522,2.104,67,58,185.4,2028,1,0.493,2.075,Mike Conley,35,1,11.91,2.716,1.09,1610612750,1.537,0,175,16
1.012,1.338,7,1,6,1,4.488,0.162,0.05,6.212,3.962,0,2.45,1.912,80,80,205.7,1849,0,2.712,3.138,Onyeka Okongwu,22,4,9.888,7.2,0.7,1610612737,1.012,0,240,0
1.175,0.3,13,1,7,1,2.162,3.538,1.275,8.1,3.825,0,1.312,0.938,80,80,195.6,1779,0,0.788,1.7,Shaedon Sharpe,20,1,9.862,2.95,0.475,1610612757,1.038,0,200,0
6.184,0.368,15,2,7,1,2.539,3.763,1.053,10.724,4.039,0,1.474,1.211,76,76,195.6,2154,0,0.368,2.882,Killian Hayes,21,1,10.342,2.908,1.368,1610612765,2.276,0,195,0
3.917,0.517,13,1,15,1,4.017,3.433,1.25,10.167,4.617,0,2.833,2.533,60,60,190.5,1552,0,0.783,2.633,Cole Anthony,23,1,13.017,4.8,0.617,1610612753,1.517,0,185,0
1.132,0.779,8,1,-1,-1,3.824,3.191,1.103,8.485,4.559,0,1.868,1.265,68,24,205.7,1251,0,1.074,2.588,Naz Reid,23,4,11.485,4.897,0.618,1610612750,1.353,0,264,4
2.558,0.532,3,1,46,2,3.156,5.234,2.039,8.455,3.597,0,1.13,0.896,77,47,188.0,2150,1,0.896,2.481,De'Anthony Melton,24,1,10.13,4.052,1.636,1610612755,1.325,0,200,5
0.892,1.215,7,2,25,1,7.062,0.015,0.0,8.246,5.385,0,2.015,1.215,65,0,208.3,1730,0,3.969,2.138,Clint Capela,28,5,11.985,11.031,0.692,1610612737,0.831,0,256,9
1.073,0.573,14,1,17,1,3.671,2.098,0.72,8.049,3.61,0,1.768,1.329,82,82,203.2,1767,0,2.378,2.305,Tari Eason,22,3,9.268,6.049,1.171,1610612745,1.232,0,215,0
2.778,0.333,7,2,27,1,2.63,6.667,2.704,11.315,5.056,0,1.426,1.185,54,36,195.6,1509,0,0.426,1.593,Bogdan Bogdanovic,30,1,14.0,3.056,0.796,1610612737,1.204,0,225,6
1.625,0.425,3,1,52,2,3.538,2.9,0.962,7.712,3.512,0,1.725,1.45,80,0,205.7,1913,1,0.788,2.612,Jalen McDaniels,24,4,9.438,4.325,1.038,1610612755,1.162,0,205,4
4.586,0.552,9,1,1,1,4.966,0.655,0.241,16.172,9.828,0,8.552,6.103,29,29,198.1,956,0,2.0,2.241,Zion Williamson,22,3,26.0,6.966,1.103,1610612740,3.414,0,284,3
2.264,0.194,1,1,21,1,2.444,5.083,2.028,7.736,3.403,0,1.75,1.583,72,3,193.0,1972,0,0.847,1.625,Grayson Allen,27,1,10.417,3.292,0.861,1610612749,1.0,0,198,5
3.816,0.276,5,1,30,1,5.934,2.158,0.803,6.842,3.618,0,2.316,1.737,76,27,193.0,2454,1,1.868,2.566,Josh Hart,27,1,9.776,7.803,1.158,1610612752,1.539,0,215,6
1.342,0.466,11,1,14,1,2.945,4.301,1.575,8.082,3.452,0,1.945,1.63,73,73,195.6,1816,1,0.849,3.219,Aaron Nesmith,23,2,10.11,3.795,0.753,1610612754,1.027,0,215,0
4.12,0.24,14,1,9,1,3.64,3.2,1.04,11.62,5.52,0,3.18,2.58,50,11,200.7,1577,0,0.66,1.4,Gordon Hayward,32,3,14.66,4.3,0.84,1610612766,1.98,0,225,13
2.857,0.778,15,1,10,1,4.54,2.333,0.873,8.698,4.508,0,2.254,1.714,63,0,210.8,1441,0,1.841,3.159,Zach Collins,25,4,11.603,6.381,0.587,1610612759,2.048,0,250,5
1.754,0.323,5,1,14,1,3.523,4.738,1.723,9.892,4.215,0,1.338,1.046,65,0,203.2,1825,0,0.446,2.092,Marcus Morris Sr.,33,3,11.2,3.969,0.646,1610612746,0.862,0,218,12
2.757,0.081,10,1,7,1,2.649,4.649,1.73,8.027,3.554,0,0.946,0.824,74,1,195.6,1730,0,0.216,1.649,Coby White,22,1,9.662,2.865,0.73,1610612741,1.0,0,195,4
2.272,0.272,5,1,48,2,2.457,2.444,0.951,6.469,3.358,0,1.457,1.136,81,11,195.6,1872,0,0.951,1.84,Terance Mann,26,2,8.802,3.407,0.519,1610612746,0.988,0,215,4
0.382,0.842,9,1,-1,-1,3.474,2.487,0.816,6.961,3.434,0,2.211,1.684,76,0,205.7,1523,0,2.066,1.882,Chris Boucher,29,4,9.368,5.539,0.618,1610612761,0.539,0,200,6
4.547,0.173,11,1,31,2,2.187,3.507,1.227,8.587,3.787,0,0.827,0.653,75,75,190.5,2074,0,0.467,2.387,Andrew Nembhard,23,2,9.453,2.653,0.933,1610612754,1.68,0,191,0
0.921,0.413,7,5,9,1,3.651,2.54,0.81,9.27,4.508,0,1.889,1.397,63,63,203.2,1466,1,0.841,1.143,Rui Hachimura,24,3,11.222,4.492,0.302,1610612747,0.841,0,230,4
1.077,1.269,12,1,38,2,3.462,0.0,0.0,5.064,3.705,0,2.397,1.628,78,12,208.3,1604,0,2.09,2.397,Daniel Gafford,24,4,9.038,5.551,0.423,1610612764,1.09,1,234,4
2.031,0.077,8,1,43,2,2.062,3.569,1.031,9.615,4.308,0,1.523,1.185,65,0,193.0,1252,0,0.554,1.554,Jaylen Nowell,23,1,10.831,2.615,0.646,1610612750,1.0,0,201,4
3.579,0.447,15,1,11,1,3.684,7.0,2.711,15.658,6.868,0,2.632,2.053,38,38,195.6,1178,0,0.211,1.5,Devin Vassell,22,2,18.5,3.895,1.132,1610612759,1.5,0,200,0
6.262,0.377,2,1,6,1,2.377,5.607,1.885,9.869,4.098,0,1.934,1.443,61,34,193.0,1957,0,0.754,2.82,Marcus Smart,28,1,11.525,3.131,1.525,1610612738,2.344,0,220,9
2.455,0.182,9,1,-1,-1,3.0,2.831,0.857,7.416,3.208,0,2.273,1.792,77,77,200.7,1792,0,0.623,1.468,Naji Marshall,25,3,9.065,3.623,0.701,1610612740,1.26,0,220,0
3.785,0.446,12,1,46,2,2.6,3.123,0.892,9.431,3.954,0,2.585,1.938,65,10,193.0,1313,1,0.631,1.662,Talen Horton-Tucker,22,1,10.738,3.231,0.631,1610612762,1.938,0,234,4
2.776,0.382,12,5,9,1,5.434,3.053,0.908,7.618,3.329,0,2.171,1.605,76,76,205.7,2020,0,0.974,2.75,Deni Avdija,22,3,9.171,6.408,0.855,1610612764,1.618,1,210,0
1.26,0.623,2,2,30,1,3.714,3.455,1.221,6.818,3.208,0,1.87,1.403,77,77,213.4,1682,0,1.104,1.857,Santi Aldama,22,4,9.039,4.818,0.584,1610612763,0.779,0,215,0
2.865,0.846,13,2,16,1,6.865,2.288,0.827,9.712,5.038,0,3.692,2.442,52,22,213.4,1391,0,2.192,3.558,Jusuf Nurkic,28,5,13.346,9.058,0.827,1610612757,2.288,0,290,9
3.426,0.088,1,1,24,1,1.75,4.235,1.412,9.412,3.868,0,1.147,1.044,68,0,188.0,1657,1,0.368,1.676,Reggie Jackson,32,1,10.191,2.118,0.691,1610612743,1.691,0,208,12
1.205,0.11,10,1,49,2,2.027,5.397,2.205,6.959,3.068,0,1.37,1.123,73,73,190.5,1395,1,0.37,1.438,Isaiah Joe,23,1,9.466,2.397,0.658,1610612760,0.534,0,165,0
2.575,0.325,10,1,38,2,2.188,2.362,0.738,7.125,3.512,0,1.025,0.825,80,80,195.6,2098,0,0.562,2.275,Ayo Dosunmu,23,1,8.588,2.75,0.775,1610612741,1.238,0,200,0
2.875,0.125,12,1,8,1,1.417,2.542,1.0,9.75,4.938,0,4.146,3.396,48,42,188.0,1145,1,0.771,2.333,Collin Sexton,23,1,14.271,2.188,0.562,1610612762,1.771,0,190,5
1.648,0.437,8,1,-1,-1,3.606,3.324,1.183,7.718,3.577,0,1.592,1.282,71,3,195.6,2078,0,1.239,2.042,Caleb Martin,27,3,9.62,4.845,1.0,1610612748,1.099,0,205,4
0.932,2.338,12,1,22,1,5.257,0.041,0.014,5.595,4.027,0,2.149,1.108,74,74,213.4,1703,0,3.122,2.284,Walker Kessler,21,5,9.176,8.378,0.351,1610612762,0.784,0,245,0
3.5,0.139,6,1,17,1,3.403,5.25,2.083,7.5,3.264,0,0.986,0.806,72,0,193.0,1894,1,1.111,1.847,Donte DiVincenzo,25,1,9.417,4.514,1.347,1610612744,1.556,0,203,5
1.924,0.106,15,1,20,1,2.318,3.864,1.167,9.258,4.076,0,1.061,0.879,66,66,193.0,1550,0,0.424,1.742,Malaki Branham,20,3,10.197,2.742,0.5,1610612759,1.152,0,180,0
3.724,0.645,6,1,-1,-1,4.329,5.513,2.145,7.803,3.013,0,0.908,0.658,76,4,198.1,2409,1,0.724,3.145,Royce O'Neale,29,3,8.829,5.053,0.855,1610612751,1.5,0,226,6
1.494,0.143,4,5,31,2,1.961,4.052,1.506,6.883,3.104,0,1.403,0.974,77,15,200.7,1548,0,0.325,1.584,Cedi Osman,27,3,8.688,2.286,0.455,1610612739,0.675,0,230,6
1.866,0.463,6,3,7,1,2.403,2.179,0.806,7.418,3.896,0,2.06,1.343,67,67,200.7,1394,0,1.045,2.343,Jonathan Kuminga,20,3,9.94,3.448,0.612,1610612744,1.418,0,225,0
3.071,0.268,5,1,26,1,2.054,5.625,2.089,10.196,4.071,0,1.821,1.536,56,56,188.0,1086,1,0.357,1.714,Bones Hyland,22,1,11.768,2.411,0.696,1610612746,1.464,0,169,0
1.422,0.094,15,1,11,1,1.797,4.656,1.922,8.172,3.734,0,1.094,0.828,64,0,198.1,1314,0,0.359,1.844,Doug McDermott,30,3,10.219,2.156,0.203,1610612759,0.906,0,225,9
2.677,0.308,9,1,40,2,2.062,4.508,1.646,8.523,3.677,0,1.246,1.062,65,2,198.1,1530,1,0.631,1.8,Josh Richardson,29,1,10.062,2.692,1.062,1610612740,1.323,0,200,8
1.143,0.304,7,1,18,1,1.696,4.446,1.625,9.411,4.214,0,1.893,1.625,56,0,193.0,1297,1,0.25,1.268,Lonnie Walker IV,24,2,11.679,1.946,0.536,1610612747,0.821,0,204,5
2.235,0.157,15,1,12,1,2.725,4.686,1.941,9.0,3.922,0,3.686,3.0,51,0,198.1,1122,1,0.373,1.922,Alec Burks,31,1,12.784,3.098,0.745,1610612765,1.137,0,214,12
2.432,0.358,1,1,32,2,2.062,4.16,1.753,6.975,2.951,0,0.469,0.383,81,6,185.4,1812,0,0.432,1.951,Jevon Carter,27,1,8.037,2.494,0.815,1610612749,0.963,0,200,5
1.857,0.333,6,1,11,1,3.595,6.071,2.452,11.286,5.31,0,2.857,2.405,42,6,203.2,1200,1,0.81,1.976,Cameron Johnson,26,3,15.476,4.405,1.19,1610612751,0.881,0,210,4
5.293,0.133,11,1,-1,0,2.52,0.787,0.347,6.947,3.773,0,0.907,0.773,75,15,185.4,1526,0,0.6,1.4,T.J. McConnell,30,1,8.667,3.12,1.08,1610612754,1.907,0,190,8
2.455,0.636,9,1,35,2,2.606,2.53,0.848,7.591,3.561,0,2.439,1.864,66,66,200.7,1951,0,1.47,3.152,Herbert Jones,24,3,9.833,4.076,1.561,1610612740,1.333,0,206,0
1.537,0.299,15,1,48,2,2.731,2.119,0.836,6.94,3.522,0,2.239,1.776,67,6,203.2,1453,0,0.97,0.94,Keita Bates-Diop,26,3,9.657,3.701,0.687,1610612759,0.836,0,229,5
4.855,0.913,8,1,30,1,4.377,1.522,0.623,7.174,3.652,0,1.971,1.449,69,16,205.7,1957,1,0.957,2.116,Kyle Anderson,29,2,9.377,5.333,1.13,1610612750,1.493,0,230,9
0.971,0.882,11,1,10,1,3.897,2.809,0.794,7.471,3.559,0,2.015,1.529,68,68,205.7,1279,0,1.897,2.25,Jalen Smith,23,4,9.441,5.794,0.309,1610612754,1.059,0,215,0
2.456,0.074,8,1,-1,-1,1.735,5.147,1.721,8.338,3.353,0,1.147,1.0,68,0,188.0,1759,0,0.397,2.265,Gabe Vincent,26,1,9.426,2.132,0.912,1610612748,1.353,0,200,4
1.658,0.392,2,1,22,1,3.494,3.684,1.456,6.025,2.734,0,1.544,1.19,79,5,198.1,2045,0,1.101,2.43,Grant Williams,24,3,8.114,4.595,0.519,1610612738,1.038,0,236,4
1.014,0.167,7,1,16,1,1.611,3.597,1.403,7.403,3.444,0,0.653,0.583,72,72,198.1,1401,0,0.514,1.208,AJ Griffin,19,3,8.875,2.125,0.583,1610612737,0.583,0,220,0
0.987,0.179,3,1,50,2,2.128,4.923,1.974,6.436,2.846,0,0.577,0.5,78,0,200.7,1512,0,0.244,1.859,Georges Niang,29,3,8.167,2.372,0.385,1610612755,0.692,0,230,7
3.158,0.171,3,1,54,2,2.0,1.947,0.737,6.618,3.171,0,1.526,1.303,76,0,195.6,1567,0,0.513,1.618,Shake Milton,26,2,8.382,2.513,0.329,1610612755,1.237,0,205,5
5.258,0.21,12,1,51,2,2.968,3.29,1.258,8.306,3.984,0,1.242,1.032,62,0,188.0,1696,1,0.419,1.21,Monte Morris,27,1,10.258,3.387,0.694,1610612764,0.968,1,183,6
0.986,1.214,13,3,44,2,4.8,1.614,0.429,6.829,3.729,0,1.543,1.171,70,0,218.4,1505,0,0.986,1.314,Bol Bol,23,4,9.057,5.786,0.429,1610612753,1.6,0,220,4
2.297,0.757,6,1,1,1,3.378,6.081,2.405,14.297,6.757,0,1.946,1.189,37,37,200.7,1190,0,1.649,2.892,Andrew Wiggins,27,3,17.108,5.027,1.216,1610612744,1.297,0,197,9
2.359,0.269,7,1,41,2,5.282,1.154,0.372,5.782,3.167,0,1.782,1.231,78,0,203.2,1880,1,2.179,2.436,Jarred Vanderbilt,23,3,7.936,7.462,1.064,1610612747,1.244,0,214,5
6.849,0.822,6,1,35,2,6.288,1.795,0.548,6.493,3.425,0,1.479,1.055,73,0,198.1,2298,0,0.904,3.137,Draymond Green,32,3,8.452,7.192,1.014,1610612744,2.795,0,230,11
3.0,0.968,2,1,3,1,5.032,5.159,2.302,7.603,3.619,0,0.333,0.238,63,59,205.7,1921,0,1.159,1.921,Al Horford,36,4,9.778,6.19,0.476,1610612738,0.587,0,240,16
5.109,0.382,8,1,24,1,3.309,5.636,1.945,8.818,3.564,0,2.455,2.109,55,0,182.9,1718,0,0.782,2.6,Kyle Lowry,36,1,11.182,4.091,1.036,1610612748,1.873,0,196,17
2.536,0.411,15,2,9,1,3.571,2.393,0.589,9.857,4.464,0,2.071,1.446,56,56,203.2,1458,0,1.696,2.464,Jeremy Sochan,20,3,10.964,5.268,0.768,1610612759,1.732,0,230,0
1.119,0.881,15,1,13,1,5.463,0.03,0.0,5.94,3.851,0,2.343,1.433,67,67,210.8,1670,0,3.418,2.716,Jalen Duren,19,5,9.134,8.881,0.657,1610612765,1.373,0,250,0
1.368,0.123,6,5,27,1,1.526,2.333,0.895,8.0,3.526,0,3.053,2.649,57,57,190.5,948,0,0.14,0.965,Cam Thomas,21,1,10.596,1.667,0.351,1610612751,1.105,0,210,0
1.338,0.095,4,1,-1,-1,2.514,3.338,1.486,6.108,2.703,0,1.405,1.27,74,54,195.6,1506,1,0.527,1.595,Damion Lee,30,2,8.162,3.041,0.405,1610612756,1.054,0,210,6
4.828,0.586,8,1,1,1,6.483,5.655,2.069,14.759,7.31,0,4.655,4.069,29,29,213.4,957,0,1.655,3.828,Karl-Anthony Towns,27,4,20.759,8.138,0.69,1610612750,2.966,0,248,8
1.474,0.228,13,2,25,1,3.333,2.86,0.895,6.947,3.474,0,3.193,2.684,57,6,210.8,1109,0,1.211,2.386,Moritz Wagner,25,4,10.526,4.544,0.649,1610612753,1.193,0,245,5
1.481,0.785,4,1,-1,-1,3.557,3.203,1.266,6.329,2.886,0,0.57,0.405,79,10,200.7,1948,0,1.835,2.266,Torrey Craig,31,3,7.443,5.392,0.633,1610612756,0.924,0,221,6
0.525,0.508,1,1,42,2,4.288,1.0,0.441,6.254,3.898,0,2.136,1.576,59,0,208.3,1082,1,1.458,1.729,Thomas Bryant,25,4,9.814,5.746,0.271,1610612743,0.644,0,248,6
2.524,0.61,6,1,30,1,5.927,0.012,0.0,4.683,2.951,0,1.89,1.146,82,0,205.7,1958,0,3.341,2.744,Kevon Looney,26,3,7.049,9.268,0.634,1610612744,0.549,0,222,8
1.4,0.68,15,1,16,1,5.76,4.1,1.34,8.82,3.9,0,2.98,2.2,50,50,203.2,1414,0,2.3,2.66,Isaiah Stewart,22,4,11.34,8.06,0.4,1610612765,1.36,0,250,0
1.365,0.176,6,1,33,2,1.905,4.5,1.919,5.946,2.716,0,0.378,0.243,74,1,198.1,1527,0,0.311,1.892,Joe Harris,31,2,7.595,2.216,0.459,1610612751,0.554,0,220,9
0.892,0.419,3,1,12,1,3.135,3.243,1.176,5.514,2.527,0,1.676,1.365,74,30,205.7,1247,0,0.919,1.311,Trey Lyles,27,3,7.595,4.054,0.365,1610612758,0.865,0,234,8
1.385,0.167,11,1,25,1,3.218,5.09,1.936,6.026,2.462,0,0.474,0.333,78,0,198.1,2365,0,0.41,2.128,Reggie Bullock,31,2,7.192,3.628,0.692,1610612742,0.462,0,205,10
1.623,0.115,6,1,-1,-1,1.426,3.803,1.541,7.361,3.41,0,0.902,0.836,61,0,185.4,1211,0,0.213,1.574,Seth Curry,32,1,9.197,1.639,0.59,1610612751,0.836,0,185,9
